County,License Number,Operation Type,Nursery Size,Greenhouse Size,Trade Name,Owner Name,Business Phone,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Georeference,New York Zip Codes 2,Counties 2,NYS Municipal Boundaries 2
GENESEE,180433,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",PREISACH GREENHOUSES,PREISACH JOHN M,585-599-3699,9499,ALLEGHANY ROAD,,,CORFU,NY,14036,"{'type': 'Point', 'coordinates': [-78.403944, 42.953483]}",500,2086,789
LIVINGSTON,645840,Nursery Stock Only,10 Acres or Less,,JONATHAN W ENGLISH,JONATHAN ENGLISH,585-245-1260,3170,RETSOF ROAD,,,PIFFARD,NY,14533,"{'type': 'Point', 'coordinates': [-77.886547, 42.850413]}",371,2091,732
COLUMBIA,106169,Nursery Stock Only,101 Acres or More,,ZINO NURSERIES INC,ZINO NURSERIES&LANDSCAPING INC,518-325-3658,,NORTH MOUNTAIN RD - FARM C,,,COPAKE FALLS,NY,12517,"{'type': 'Point', 'coordinates': [-73.515387, 42.129708]}",962,619,521
WESTCHESTER,550036,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",BEDFORD NURSERY,DIGUGLIELMO MICHAEL,914-234-7083,235,GREENWICH ROAD #1,,,BEDFORD,NY,10506,"{'type': 'Point', 'coordinates': [-73.649532, 41.18747]}",1196,2185,977
WYOMING,645790,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",ELVIN AND KATRINA BULLOCK,ELVIN & KATRINA BULLOCK,585-322-3178,636,STATE ROUTE 19,,,WYOMING,NY,14591,"{'type': 'Point', 'coordinates': [-78.05434197099999, 42.84858198000006]}",1659,2186,401
ALBANY,645466,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",ORGANICA GARDEN SUPPLY/TCLS LLC,TRAVIS CARTER,518-729-5950,484,CENTRAL AVENUE,,,ALBANY,NY,12206,"{'type': 'Point', 'coordinates': [-73.778065, 42.669632]}",43,2030,814
NASSAU,280921,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",BROOKVILLE NURS INC,BROOKVILLE NURSERIES INC,516-626-0018,5300,NORTH HEMPSTEAD TURNPIKE,,,GLENHEAD,NY,11545,"{'type': 'Point', 'coordinates': [-73.574915, 40.828609]}",1359,2094,59
ONONDAGA,311755,Nursery Stock Only,11-100 Acres,,MARCELLUS NURSERY INC,MARCELLUS NURSERY INC,315-488-2632,5062,ONONDAGA ROAD,,,SYRACUSE,NY,13215,"{'type': 'Point', 'coordinates': [-76.209984, 43.015204]}",732,2132,693
CAYUGA,50910,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",GOOD KARMA GARLIC PATCH,HANSCOMB MARTY,315-689-6627,9953,BONTA BRIDGE RD,,,JORDAN,NY,13080,"{'type': 'Point', 'coordinates': [-76.519363, 43.098462]}",631,618,84
SUFFOLK,645633,Nursery Stock Only,11-100 Acres,,VERDERBER LANDSCAPE NURSERY INC,JOHN VERDERBER & MARIA VERDERBER,,43155,COUNTY ROAD 48,,,SOUTHOLD,NY,11971,"{'type': 'Point', 'coordinates': [-72.440326, 41.067256]}",1132,2179,1012
SUFFOLK,645078,Nursery Stock Only,11-100 Acres,,BISSETT - A SITEONE COMPANY,SITEONE LANDSCAPE SUPPLY LLC,216-706-9250,282,LONG ISLAND AVE,,,HOLTSVILLE,NY,11742,"{'type': 'Point', 'coordinates': [-73.029757, 40.816845]}",1226,2179,1022
QUEENS,645652,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",THE GOOD STUART,HARUN TRIPLETT,646-229-5293,11-41,30TH ROAD,,,ASTORIA,NY,11102,"{'type': 'Point', 'coordinates': [-73.932706, 40.770682]}",874,2137,196
ONONDAGA,315110,Nursery Stock Only,11-100 Acres,,TWIN OAKS NURSERY INC,TWIN OAKS NURSERY INC,315-437-9678,7841,PECK ROAD,,,KIRKVILLE,NY,13082,"{'type': 'Point', 'coordinates': [-75.982881, 43.110443]}",633,2132,696
ERIE,644981,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",OLSON FARMS INC,JACK OLSON,,1941,TONAWANDA CREEK ROAD,,,BUFFALO,NY,14228,"{'type': 'Point', 'coordinates': [-78.775441, 43.06587]}",163,2041,304
SUFFOLK,475182,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",KURT WEISS GREENHOUSES INC,KURT WEISS GREENHOUSES INC,631-878-2500,,OREGON ROAD,,,MATTITUCK,NY,11952,"{'type': 'Point', 'coordinates': [-72.540397, 40.995965]}",1635,2179,1012
SUFFOLK,476967,Nursery Stock Only,10 Acres or Less,,IMBRIANO&SONS GARDEN SUPPLIES,IMBRIANO&SONSGDN SPLIES INC,631-298-1911,3414,SOUNDVIEW AVE,,,MATTITUCK,NY,11952,"{'type': 'Point', 'coordinates': [-72.537815, 41.024657]}",1635,2179,1012
COLUMBIA,100578,Nursery Stock Only,101 Acres or More,,ZINO NURSERIES INC,ZINO NURSERIES & LANDSCAPING INC,518-325-3658,,SKY FARM RD - FARM E,,,COPAKE,NY,12516,"{'type': 'Point', 'coordinates': [-73.56152600000001, 42.106514]}",961,619,521
WASHINGTON,645474,Nursery Stock Only,10 Acres or Less,,LAVENLAIR FARM LLC,DAVID ALLEN,973-820-3264,437,DEWEYS BRIDGE ROAD,,,WHITEHALL,NY,12887,"{'type': 'Point', 'coordinates': [-73.413448, 43.431807]}",201,2184,727
SUFFOLK,476769,Nursery Stock Only,10 Acres or Less,,BRIARCLIFF SOD INC,BRIARCLIFF SOD INC,631-734-6366,,ROUTE 48,SOUTH SIDE HELENSKI FARM,,SOUTHOLD,NY,11971,"{'type': 'Point', 'coordinates': [-72.422945, 41.05898500000001]}",1132,2179,1012
NIAGARA,290378,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",ZASTROW FARM,ZASTROW GERALD H,716-434-2764,3294,HESS ROAD,,,LOCKPORT,NY,14094,"{'type': 'Point', 'coordinates': [-78.650412, 43.254536]}",930,2131,161
WAYNE,644901,Nursery Stock Only,11-100 Acres,,DOUG FRANKE'S NURSERY INC,DOUGLAS FRANKE,,4653,EDDY RIDGE RD - SCRIBNER FARM,,,MARION,NY,14505,"{'type': 'Point', 'coordinates': [-77.20829800000001, 43.171792]}",318,631,633
SCHOHARIE,434272,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",SEEBOLD FARM,YON SUK SEEBOLD,518-295-8602,34,CHURCH STREET,,,HOWES CAVE,NY,12092,"{'type': 'Point', 'coordinates': [-74.33550222499997, 42.70561318600005]}",1235,629,146
ONTARIO,324927,Combined Nursery and Greenhouse,10 Acres or Less,,NORTH OF THE BORDER,BRUNO TONY J JR,315-521-4255,2969,NORTH GENESEE STREET,,,GENEVA,NY,14456,"{'type': 'Point', 'coordinates': [-76.984256, 42.889659]}",233,2133,808
COLUMBIA,106710,Nursery Stock Only,10 Acres or Less,,TOUSEY RAY,TOUSEY RAY,518-610-3336,1783,ROUTE 9,,,GERMANTOWN,NY,12526,"{'type': 'Point', 'coordinates': [-73.825539, 42.086327]}",970,619,522
CATTARAUGUS,644072,Nursery Stock Only,10 Acres or Less,,JASON KEYES,JASON KEYES,716-244-1169,6015,CHRISTIAN HOLLOW RD,,,GREAT VALLEY,NY,14741,"{'type': 'Point', 'coordinates': [-78.638395, 42.221843]}",1719,2034,360
CHAUTAUQUA,645221,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",OAK HILL GREENHOUSE,MOSE J. MILLER,,585,OAK HILL ROAD,,,FREWSBURG,NY,14738,"{'type': 'Point', 'coordinates': [-79.095717, 42.049424]}",1716,2035,223
CHENANGO,644506,Nursery Stock Only,11-100 Acres,,COUNTY LINE TREE FARM,BELINARDA JUSIANIEC,607-674-4515,,ROUTE 12 NORTH,,,SHERBURNE,NY,13460,"{'type': 'Point', 'coordinates': [-75.459907, 42.690316]}",1373,2037,256
SUFFOLK,643723,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",GAJESKI PRODUCE,BRIAN F GAJESKI,516-819-7099,1997,MAIN RD,,,LAUREL,NY,11948,"{'type': 'Point', 'coordinates': [-72.561154, 40.968852]}",1606,2179,1012
ALBANY,16258,Nursery Stock Only,10 Acres or Less,,ALTAMONT CTRY VALUESINC,ALTAMONT CTRY VALUESINC,518-861-8061,106,PROSPECT TERRACE,,,ALTAMONT,NY,12009,"{'type': 'Point', 'coordinates': [-74.034657, 42.701659]}",1142,2030,832
SARATOGA,416858,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",BULLDOG FARMS LLC,MONACO PASQUALE,518-528-6492,267,LAKE ROAD,,,BALLSTON LAKE,NY,12019,"{'type': 'Point', 'coordinates': [-73.837784, 42.962102]}",1147,2141,1011
SUFFOLK,474264,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",CASTELLANO NURSERY,CASTELLANO FRANK,631-878-1606,98,BERNSTEIN BLVD BOX 129,,,CENTER MORICHES,NY,11934,"{'type': 'Point', 'coordinates': [-72.78636, 40.814392]}",1535,2179,1022
ONTARIO,323617,Nursery Stock Only,10 Acres or Less,,WHITE OAK NURSERY,ENGEL JAMES,315-789-3509,4250,KIPP ROAD,,,GORHAM,NY,14461,"{'type': 'Point', 'coordinates': [-77.235943, 42.821606]}",178,2133,807
SUFFOLK,472462,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",FANTASTIC GARDENS OF LI INC.,FANTASTIC GARDENS OF LI INC,631-475-7118,67,AVERY AVENUE,,,PATCHOGUE,NY,11772,"{'type': 'Point', 'coordinates': [-73.000676, 40.769082]}",1322,2179,1022
SENECA,645981,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",DAVID PEACHEY,DAVID PEACHEY,607-869-5426,5426,ROUTE 414,,,ROMULUS,NY,14541,"{'type': 'Point', 'coordinates': [-76.816688, 42.761649]}",376,2144,575
PUTNAM,371741,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",CLAIRES GARDEN CENTER,CLAIRES GARDEN CENTER INC,845-828-6632,210,HAVILAND HOLLOW ROAD,,,PATTERSON,NY,12563,"{'type': 'Point', 'coordinates': [-73.558553, 41.489295]}",990,627,101
COLUMBIA,645477,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",TINY HEARTS FARM,JENNIFER ELLIOTT,646-530-0174,1649,COUNTY ROUTE 7A,,,COPAKE,NY,12516,"{'type': 'Point', 'coordinates': [-73.552656, 42.10407]}",961,619,521
RENSSELAER,645213,Nursery Stock Only,11-100 Acres,,ELHANNON NURSERY INC,ELHANNON NURSERY INC,518-686-5553,,ROUTE 22 ACROSS FROM BBQ,,,HOOSICK,NY,12089,"{'type': 'Point', 'coordinates': [-73.34729, 42.889378]}",1234,2138,127
ALBANY,14375,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",CONSTANTINE CONST AND FARM INC,CONSTANTINE CONST AND FARM INC,518-458-8294,564,ALBANY SHAKER RD,,,ALBANY,NY,12211,"{'type': 'Point', 'coordinates': [-73.785583, 42.716584]}",42,2030,834
SUFFOLK,645258,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",LEANNE'S COUNTRY GARDENS,LEANNE ROYER,631-905-3270,812,SOUND AVE,,,CALVERTON,NY,11933,"{'type': 'Point', 'coordinates': [-72.811314, 40.947305]}",1534,2179,1017
ULSTER,644502,Nursery Stock Only,10 Acres or Less,,AUGUSTINE BROS CORP,AUGUSTINE BROPS CORP,845-338-4931,23,CORA TERRACE,,,KINGSTON,NY,12401,"{'type': 'Point', 'coordinates': [-73.989233, 41.955622]}",79,2182,408
RENSSELAER,645214,Combined Nursery and Greenhouse,101 Acres or More,"2,001-20,000 SqFt of Glass",ELHANNON NURSERY INC,ELHANNON NURSERY INC,518-686-5553,,ROUTE 22 SOUTH SIDE,,,HOOSICK,NY,12089,"{'type': 'Point', 'coordinates': [-73.34729, 42.889378]}",1234,2138,127
CATTARAUGUS,645560,Nursery Stock Only,10 Acres or Less,,LORETTA WARD,LORETTA WARD,716-258-2831,9419,VERY ROAD,,,MACHIAS,NY,14101,"{'type': 'Point', 'coordinates': [-78.525376, 42.407659]}",932,2034,353
DUTCHESS,135558,Nursery Stock Only,10 Acres or Less,,FEDERAL MANOR FARM LLC,FEDERAL MANOR FARM LLC,845-702-3514,1209,DUTCHESS TURNPIKE,,,POUGHKEEPSIE,NY,12603,"{'type': 'Point', 'coordinates': [-73.847038, 41.721697]}",1022,2040,587
SARATOGA,410073,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",LAKESIDE CIDER MILL FARM INC,PEARCE RICHARD,518-399-8359,336,SCHAUBER ROAD,,,BALLSTON LAKE,NY,12019,"{'type': 'Point', 'coordinates': [-73.855417, 42.926319]}",1147,2141,1011
ONEIDA,645592,Nursery Stock Only,10 Acres or Less,,SUNSET VIEW PRODUCE FARM,MARVIN BYLER,,9657,N STEUBEN RD,,,REMSEN,NY,13438,"{'type': 'Point', 'coordinates': [-75.279269, 43.331999]}",1364,625,986
SUFFOLK,645411,Nursery Stock Only,11-100 Acres,,WARRENS NURSERY INC,WARRENS NURSERY INC,,5506,SOUND AVE,,,JAMESPORT,NY,11947,"{'type': 'Point', 'coordinates': [-72.610439, 40.976086]}",1530,2179,1017
FRANKLIN,645144,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",ADK GROWERS LLC,GARY PECORE,315-328-4482,,FINNEY BLVD,,,MALONE,NY,12953,"{'type': 'Point', 'coordinates': [-74.270547, 44.785967]}",278,621,182
OTSEGO,644677,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",SHADY MAPLE GREENHOUSE AND PRODUCE,ELAM G KING,518-993-4589,563,VAN DEWERKER ROAD,,,CHERRY VALLEY,NY,13320,"{'type': 'Point', 'coordinates': [-74.718259, 42.842622]}",777,2136,912
MONROE,644909,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",STONE LANDSCAPE & GARDEN CENTER LLC,JONATHAN & ERIKA STONE,585-377-1982,1801,ROUTE 250,,,PENFIELD,NY,14526,"{'type': 'Point', 'coordinates': [-77.434427, 43.151699]}",366,2093,541
ONEIDA,644177,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",FROSCHAUERS GREENHOUSES,FROSCHAUER GREGORY,315-338-0639,6696,S JAMES ST,,,ROME,NY,13440,"{'type': 'Point', 'coordinates': [-75.48041766299998, 43.189310997000064]}",1366,625,989
ONEIDA,303607,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",SZAREKS GREENHOUSES,SZAREK BERNARD,315-853-5901,7443,EAST SOUTH STREET,,,CLINTON,NY,13323,"{'type': 'Point', 'coordinates': [-75.393334, 43.093192]}",537,625,979
ONTARIO,644781,Nursery Stock Only,10 Acres or Less,,MARTIN KENNETH & PAULINE,MARTIN KENNETH & PAULINE,585-526-5849,3248,STATE ROUTE 245,,,STANLEY,NY,14561,"{'type': 'Point', 'coordinates': [-77.169677, 42.789338]}",412,2133,807
ERIE,142220,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",SENECA GREENHOUSE,FLETT RICHARD J JR,716-677-0681,2250,TRANSIT ROAD,,,WEST SENECA,NY,14224,"{'type': 'Point', 'coordinates': [-78.696921, 42.82871]}",515,2041,292
STEUBEN,467105,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",TWIN ELMS FARM,PHILLIP JONES,607-324-7179,8787,ISAMAN ROAD,,,ARKPORT,NY,14807,"{'type': 'Point', 'coordinates': [-77.595452, 42.426757]}",1772,2178,35
ALBANY,11286,Nursery Stock Only,10 Acres or Less,,RAY MAR TREE FARM,MALKIEWICZ MARY ANN & JAMES,518-466-5322,73,LANSING ROAD NORTH,,,SCHENECTADY,NY,12304,"{'type': 'Point', 'coordinates': [-73.879715, 42.766468]}",73,2030,834
SUFFOLK,473782,Nursery Stock Only,11-100 Acres,,LYNCH JAMES LANDSCAPING SERVICE INC,LYNCH JAMES LANDSCAPING SERVS INC,631-283-0820,,NEWBERRY LANE,,,SOUTHAMPTON,NY,11968,"{'type': 'Point', 'coordinates': [-72.411951, 40.905862]}",1130,2179,1013
ST. LAWRENCE,644012,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",CHERIE WHITTEN,CHERIE WHITTEN,315-328-5559,1101,CR 49,,,WINTHROP,NY,13697,"{'type': 'Point', 'coordinates': [-74.75126401299997, 44.75145400300005]}",1624,2140,309
ORLEANS,645892,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",CARPENTERS FARM & FANCY LLC,DEBORAH & THOMAS CARPENTER,585-314-8314,14877,RIDGE ROAD WEST,,,KENT,NY,14477,"{'type': 'Point', 'coordinates': [-78.160639, 43.290543]}",245,626,503
MONROE,643936,Nursery Stock Only,10 Acres or Less,,WAYSIDE GARDEN CENTER,WAYSIDE GARDEN CENTER INC,,230,PANNELL RD,,,FAIRPORT,NY,14450,"{'type': 'Point', 'coordinates': [-77.376399, 43.05603]}",231,2093,540
CHENANGO,80004,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",PIRES FLOWER BASKET INC,PIRES FLOWER BASKET INC,607-336-8225,216,NORTH BROAD STREET,,,NORWICH,NY,13815,"{'type': 'Point', 'coordinates': [-75.524938, 42.544425]}",446,2037,264
STEUBEN,465917,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",GARDENS & LNDSCPING INC,GARDENS & LNDSCPING INC,607-962-3489,246,VICTORY HIGHWAY,,,PAINTED POST,NY,14870,"{'type': 'Point', 'coordinates': [-77.114398, 42.173527]}",56,2178,36
FRANKLIN,645184,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",ROBERT ST. LOUIS,ROBERT ST. LOUIS,518-359-3240,82,LEBOEUF STREET,,,TUPPER LAKE,NY,12986,"{'type': 'Point', 'coordinates': [-74.468047, 44.241935]}",305,621,178
ROCKLAND,645308,Nursery Stock Only,10 Acres or Less,,FRANKIES PEPPERS LLC,FRANCESCO CARUANA,845-521-6964,81,ROCKLAND ROAD,,,SPARKILL,NY,10976,"{'type': 'Point', 'coordinates': [-73.918998, 41.028866]}",1559,628,530
WESTCHESTER,645596,Combined Nursery and Greenhouse,,"2,001-20,000 SqFt of Glass",WESTCHESTER GREENHOUSES AND FARM,JOSEPH CHIOCCHI,914-469-4667,332,WEST HARTSDALE AVENUE,,,HARTSDALE,NY,10530,"{'type': 'Point', 'coordinates': [-73.808623, 41.028308]}",1250,2185,974
ONEIDA,307183,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",PRITCHARDS HIGHLAND FRM,PRITCHARD VERNIE AND MARK,315-942-2462,10150,SULPHER SPRINGS ROAD,,,LEE CENTER,NY,13363,"{'type': 'Point', 'coordinates': [-75.534467, 43.349016]}",568,625,924
WAYNE,644244,Nursery Stock Only,10 Acres or Less,,LAPLANTS LAWN&PROP MTCE,LAPLANT WILLIAM,,6741,BEAR SWAMP RD,,,WILLIAMSON,NY,14589,"{'type': 'Point', 'coordinates': [-77.167634, 43.243568]}",1657,631,626
CAYUGA,645526,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",TURNER FARMS,ROBERT D. TURNER,315-569-6434,3166,LOCKWOOD ROAD,,,WEEDSPORT,NY,13166,"{'type': 'Point', 'coordinates': [-76.530675, 43.121861]}",631,618,84
ERIE,146671,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",SENECA GREENHOUSE,FLETT RICHARD J JR,716-677-0681,6581,SENECA STREET,,,ELMA,NY,14059,"{'type': 'Point', 'coordinates': [-78.669584, 42.813469]}",515,2041,292
SUFFOLK,470068,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",F & W SCHMITT BROS,SCHMITT F & W,631-271-3276,26,PINELAWN ROAD,,,MELVILLE,NY,11747,"{'type': 'Point', 'coordinates': [-73.412742, 40.785786]}",1122,2179,1020
RENSSELAER,385408,Nursery Stock Only,11-100 Acres,,SARATOGA SOD FARM INC,SARATOGA SOD FARM INC,518-664-5038,4064,RIVER ROAD,,,SCHAGHTICOKE,NY,12154,"{'type': 'Point', 'coordinates': [-73.642144, 42.937818]}",1401,2141,113
SUFFOLK,645683,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",ALFRED ORTIZ,ALFRED ORTIZ,631-965-9753,87,EAST KISSIMEE ROAD,,,LINDENHURST,NY,11757,"{'type': 'Point', 'coordinates': [-73.378644, 40.664917]}",1241,2179,1023
MONROE,260674,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",PARTYKA FARMS INC,PARTYKA FARMS INC,585-659-9131,1420,COUNTY LINE ROAD,,,KENDALL,NY,14476,"{'type': 'Point', 'coordinates': [-77.995263, 43.315398]}",244,2093,547
YATES,575484,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",SMILING GARDENS LANDSCP,KUHN JUDY,607-522-4868,2545,EMERSON ROAD,,,BRANCHPORT,NY,14418,"{'type': 'Point', 'coordinates': [-77.268965, 42.588666]}",174,2225,95
ULSTER,514351,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",DAVENPORT FARMS,DAVENPORT BARTH AND BRUCE,845-687-0051,3411,US  HIGHWAY 209,,,STONE RIDGE,NY,12484,"{'type': 'Point', 'coordinates': [-74.134209, 41.858076]}",335,2182,422
CLINTON,645843,Greenhouse Stock Only,10 Acres or Less,"2,001-20,000 SqFt of Glass",SHADY GROVE FARM,FRANCISCO BRAEEN,518-569-3440,844,STATE ROUTE 22B,,,PERU,NY,12972,"{'type': 'Point', 'coordinates': [-73.548739, 44.622897]}",202,2038,5
WASHINGTON,533252,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",GIRARD JIM LANDSCAPE CO,JIM GIRARD LANDSCAPE CORPORATION,518-792-2021,124,PARK ROAD,,,QUEENSBURY,NY,12804,"{'type': 'Point', 'coordinates': [-73.599634, 43.350637]}",101,2184,719
SUFFOLK,472614,Nursery Stock Only,101 Acres or More,,DELEA LEASING CORP  DBA DELEA SOD FARMS,DELEA LEASING CORP DBA DELEA SOD FARMS,631-368-8022,696,ROUTE 25A,,,MILLER PLACE,NY,11764,"{'type': 'Point', 'coordinates': [-72.975909, 40.943241]}",1314,2179,1022
RENSSELAER,645215,Nursery Stock Only,11-100 Acres,,ELHANNON NURSERY INC,ELHANNON NURSERY INC,518-686-5553,,INDIAN MOUND AND JUNCTION,,,NORTH HOOSICK,NY,12133,"{'type': 'Point', 'coordinates': [-73.385258, 42.896188]}",1234,2138,127
SUFFOLK,645684,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less","SEEDSOWER FARM, LLC",REGINA M DUGOKENKEY,631-423-8257,,RAILROAD & NORTH CARILL AVENUE,,,BABYLON,NY,11702,"{'type': 'Point', 'coordinates': [-73.380416, 40.653301]}",,2179,1023
SCHOHARIE,434644,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",PEACETREE,SAVIO KARIN,518-872-2176,219,MIDDLE ROAD,,,SCHOHARIE,NY,12157,"{'type': 'Point', 'coordinates': [-74.191003, 42.671871]}",1404,629,124
CHENANGO,645894,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",MTV REALTY PARTNERS LLC,MIKE BARONE & ANTHONY AMENDOLA,607-349-0168,213,JONES PECK ROAD,,,SMYRNA,NY,13464,"{'type': 'Point', 'coordinates': [-75.549037, 42.618892]}",446,2037,258
ERIE,141773,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",DRAUDT RONALD & SONS,DRAUDT RONALD&CRAIG&LESLIE,716-648-7077,4779,CLARK STREET,,,HAMBURG,NY,14075,"{'type': 'Point', 'coordinates': [-78.80374, 42.735972]}",527,2041,289
ERIE,644984,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",BERNER FARMS LTD,LEON BERNER,,880,MAPLE STREET,,,ELMA,NY,14059,"{'type': 'Point', 'coordinates': [-78.62151, 42.792631]}",515,2041,292
ERIE,645485,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",5 LOAVES FARM,MATT KAUFFMAN,716-803-9241,1172,WEST AVE,,,BUFFALO,NY,14213,"{'type': 'Point', 'coordinates': [-78.896388, 42.922191]}",69,2041,300
SUFFOLK,645311,Nursery Stock Only,10 Acres or Less,,M. MEGLIO FARMS LLC,MICHAEL J MEGLIO,631-338-2697,214,EASTPORT MANOR ROAD,,,MANORVILLE,NY,11949,"{'type': 'Point', 'coordinates': [-72.750714, 40.849196]}",1607,2179,1022
ERIE,644972,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",LAVOCATS FAMILY GRHSE & NURS INC,CHRIS LAVOCAT,,8441,COUNTY ROAD,,,EAST AMHERST,NY,14051,"{'type': 'Point', 'coordinates': [-78.679279, 43.033089]}",509,2041,297
ERIE,142767,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",ANGLE ACRES GREENHOUSE,BOLDT ROBERT W,716-674-8754,2855,ANGLE ROAD,,,ORCHARD PARK,NY,14127,"{'type': 'Point', 'coordinates': [-78.718544, 42.808311]}",956,2041,282
FRANKLIN,645064,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",BURKE PLANTS,VICTORIA RAYL,518-483-0262,827,DEPOT STREET,,,BURKE,NY,12917,"{'type': 'Point', 'coordinates': [-74.168988, 44.903084]}",210,621,190
CATTARAUGUS,42841,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",MILLERS FARM MARKET LLC,MILLER KEITH G,716-373-2073,1685,OLEAN-PORTVILLE ROAD,,,OLEAN,NY,14760,"{'type': 'Point', 'coordinates': [-78.398013, 42.071444]}",1732,2034,347
WESTCHESTER,644369,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",RAMSEY FARM,RAMSEY JOHN,914-723-3817,17,RAMSEY RD,,,SCARSDALE,NY,10583,"{'type': 'Point', 'coordinates': [-73.766508, 40.989678]}",1343,2185,951
MONROE,261426,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",HABERGER FARMS,HABERGER RICHARD AND JOE,585-507-9721,812,WALKER-LAKE ONTARIO ROAD,,,HILTON,NY,14468,"{'type': 'Point', 'coordinates': [-77.860609, 43.320845]}",235,2093,547
WESTCHESTER,644132,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",COPIA MARKETS CORPORATION,PIETRO CIPRIANO JR,914-533-7242,475,SMITH RIDGE RD,,,SOUTH SALEM,NY,10590,"{'type': 'Point', 'coordinates': [-73.510308, 41.202855]}",1346,2185,972
SUFFOLK,477017,Combined Nursery and Greenhouse,11-100 Acres,"2,001-20,000 SqFt of Glass",PERENNIAL CHARM NURSERY,TILLOTSON WILLIAM F,631-537-0775,405,OCEAN ROAD,,,BRIDGEHAMPTON,NY,11932,"{'type': 'Point', 'coordinates': [-72.301168, 40.926554]}",1533,2179,1013
ORANGE,645556,Greenhouse Stock Only,10 Acres or Less,"2,000 SqFt of Glass or Less",GOSHEN GREEN FARMS LLC,SUSAN HITO SHAPIRO,845-371-2100,3301A,ROUTE 207,,,GOSHEN,NY,10924,"{'type': 'Point', 'coordinates': [-74.30316, 41.422765]}",1504,2134,877
